N° de serie,Year,Quarter,Month,Day,Categoría,T. respuesta,Business Team,Pago Base CDMX y área metropolitana,Pago Base Interior,menos de 3 días,entre 3 y 6 días,entre 7 y 15 días,entre 16 y 30 días,entre 31 y 59 días,60 días o más,REGION,TR Ciudades principales,TR Otras ciudades,Loc TR,familia matriz global,Cliente,Ruta,Year.1,Quarter.1,Month.1,Day.1,time,viabilidad,veces_obj,pagofinal
0E2B664326,2019,Qtr 2,April,4,CORRECTIVO,2.816667,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,XEROX MEXICANA SA DE CV / XEROX MEXICANA,GUANAJUATO,2019,Qtr 2,April,9,32,1.1,0.70416675,1730.3
0E2B665653,2019,Qtr 2,April,4,CORRECTIVO,2.633333,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,XEROX MEXICANA SA DE CV / XEROX MEXICANA,JALISCO,2019,Qtr 2,April,8,20,1.05,0.65833325,1651.65
0EX9293145,2019,Qtr 2,April,4,CORRECTIVO,1.083333,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,JALISCO,2019,Qtr 2,April,4,11,0.6,0.2166666,819
0EX9293159,2019,Qtr 2,April,4,CORRECTIVO,0.35,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,GUANAJUATO,2019,Qtr 2,April,4,42,1.05,0.07,1433.25
0EX9293168,2019,Qtr 2,April,4,MANTENIMIENTO PREVENTIVO,0.08333334,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,GUANAJUATO,2019,Qtr 2,April,4,3,0,0,1365
0EX9293200,2019,Qtr 2,April,4,CORRECTIVO,0.03333334,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,SAN LUIS POTOSI,2019,Qtr 2,April,11,6,0,0.006666668,0
0EX9299931,2019,Qtr 2,April,4,CORRECTIVO,1.883333,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,MICHOACAN,2019,Qtr 2,April,4,51,1.05,0.3766666,1433.25
0EX9662181,2019,Qtr 2,April,4,CORRECTIVO,1.45,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,JALISCO,2019,Qtr 2,April,4,74,1.1,0.29,1501.5
0EX9664780,2019,Qtr 2,April,4,CORRECTIVO,0.2333333,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,COAHUILA,2019,Qtr 2,April,4,9,0.6,0.04666666,819
0EX9665131,2019,Qtr 2,April,4,CORRECTIVO,2,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,MICHOACAN,2019,Qtr 2,April,4,15,0.6,0.4,819
0GXV896042,2019,Qtr 2,April,4,CORRECTIVO,1.716667,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,XEROX MEXICANA SA DE CV / XEROX MEXICANA,ESTADO DE MEXICO,2019,Qtr 2,April,4,7,0.8,0.42916675,1258.4
0UHA002004,2019,Qtr 2,April,4,CORRECTIVO,2.583333,High End Cut Sheet,1116,2145,0.6,0.8,1.05,1.1,1.15,1.2,INTERIOR,3,6,Ciudad principal,High End Cut Sheet,XEROX MEXICANA SA DE CV / XEROX MEXICANA,JALISCO,2019,Qtr 2,April,8,3,0.8,0.861111,1716
0XL1421896,2019,Qtr 2,April,4,CORRECTIVO,1.333333,Entry Mono Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,Entry Mono Printers,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,5,316,1.05,0.2666666,750.75
0XNE133934,2019,Qtr 2,April,4,CORRECTIVO,1.066667,A3 Color Solid Ink MFPs,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Color Solid Ink Printers,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,4,35,1.05,0.2133334,1433.25
0XPN550545,2019,Qtr 2,April,4,CORRECTIVO,0.5833333,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,XEROX MEXICANA SA DE CV / XEROX MEXICANA,QUERETARO,2019,Qtr 2,April,5,14,0.8,0.145833325,1258.4
5AV820023,2019,Qtr 2,April,4,CORRECTIVO,5.016667,A4 Color Laser MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Color Laser MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,TAMAULIPAS,2019,Qtr 2,April,5,8,0,1.0033334,-0.595845250000008
AAQ100563,2019,Qtr 2,April,4,CORRECTIVO,4.55,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,MICHOACAN,2019,Qtr 2,April,5,29,0.8,0.91,1092
03AG880494,2019,Qtr 2,April,5,CORRECTIVO,1.15,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,XEROX MEXICANA SA DE CV / XEROX MEXICANA,JALISCO,2019,Qtr 2,April,5,8,0.6,0.23,819
03TX405493,2019,Qtr 2,April,5,CONFIGURACION,0,A3 Office Color Laser MFPs,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,A3 Office Color Laser MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,5,14,0.6,0,819
09HB328020,2019,Qtr 2,April,5,CORRECTIVO,1.566667,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,QUERETARO,2019,Qtr 2,April,5,310,1.05,0.3133334,750.75
09HB333007,2019,Qtr 2,April,5,CORRECTIVO,2.716667,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,5,22,0.6,0.5433334,429
0A1H020586,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,22,151,0,0,1573
0A1H020596,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,10,31,0,0,1573
0A1H020667,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Otras,WF Mono Systems and Legacy Color,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,9,142,0,0,1573
0A1H020723,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,8,30,0,0,1573
0A1H020925,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,11,14,0,0,1573
0A1H021287,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,9,127,0,0,1573
0A1H021488,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,XEROX MEXICANA SA DE CV / XEROX MEXICANA,JALISCO,2019,Qtr 2,April,8,64,0,0,1573
0A1H021572,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,5,65,0,0,1573
0A1H021961,2019,Qtr 2,April,5,CORRECTIVO,2.5,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,5,121,1.15,0.625,1808.95
0A1H021961,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,15,0,0,0,1573
0AGC431093,2019,Qtr 2,April,5,CORRECTIVO,2.3,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,XEROX MEXICANA SA DE CV / XEROX MEXICANA,TAMAULIPAS,2019,Qtr 2,April,17,232,1.15,0.575,1808.95
0BG1000997,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,5,1,0,0,1573
0BG2945208,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,10,5,0,0,1573
0BG2946786,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,8,3,0,0,1573
0BG2947161,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,11,39,0,0,1573
0BG2947470,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,16,59,0,0,1573
0BG2947926,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,10,49,0,0,1573
0BG2948914,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Otras,High End Cut Sheet,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,9,11,0,0,1573
0BG2950042,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,23,7,0,0,1573
0BG2951552,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,12,59,0,0,1573
0BG2951597,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,15,15,0,0,1573
0BG2951623,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,XEROX MEXICANA SA DE CV / XEROX MEXICANA,TAMAULIPAS,2019,Qtr 2,April,5,8,0,0,1573
0D6X458430,2019,Qtr 2,April,5,CORRECTIVO,0.7166666,Entry Mono Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,Entry Mono Printers,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,9,357,1.05,0.14333332,750.75
0E1B980213,2019,Qtr 2,April,5,CORRECTIVO,0.6333333,Color Laser Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,GUANAJUATO,2019,Qtr 2,April,26,190,1.05,0.12666666,750.75
0E2B646602,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,22,3,0,0,1573
0E2B646611,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,XEROX MEXICANA SA DE CV / XEROX MEXICANA,JALISCO,2019,Qtr 2,April,9,8,0,0,1573
0E2B646874,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Otras,Entry Production Color Low/Mid,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,11,51,0,0,1573
0E2B647375,2019,Qtr 2,April,5,CORRECTIVO,0.4833333,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,8,12,0.8,0.120833325,1258.4
0E2B647375,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,5,0,0,0,1573
0E2B654062,2019,Qtr 2,April,5,CORRECTIVO,1.983333,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,5,32,1.1,0.49583325,1730.3
0E2B654062,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,16,0,0,0,1573
0E2B656739,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,17,14,0,0,1573
0E2B658511,2019,Qtr 2,April,5,CORRECTIVO,0.6166667,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,XEROX MEXICANA SA DE CV / XEROX MEXICANA,QUERETARO,2019,Qtr 2,April,8,2,0.2,0.154166675,314.6
0E2B659015,2019,Qtr 2,April,5,CORRECTIVO,2.5,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,XEROX MEXICANA SA DE CV / XEROX MEXICANA,JALISCO,2019,Qtr 2,April,5,1,0.2,0.625,314.6
0E2B663505,2019,Qtr 2,April,5,CORRECTIVO,1.566667,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,XEROX MEXICANA SA DE CV / XEROX MEXICANA,JALISCO,2019,Qtr 2,April,8,58,1.1,0.39166675,1730.3
0EX7416648,2019,Qtr 2,April,5,CORRECTIVO,1.133333,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,8,3,0,0.2266666,0
0EX9283024,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,11,67,0,0,1365
0EX9292081,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,5,53,0,0,1365
0EX9293331,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,11,163,0,0,1365
0EX9296103,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,JALISCO,2019,Qtr 2,April,9,23,0,0,1365
0EX9297573,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Otras,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,9,15,0,0,1365
0EX9297587,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,GENERAL,2019,Qtr 2,April,22,352,0,0,1365
0EX9297705,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,10,39,0,0,1365
0EX9298213,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,JALISCO,2019,Qtr 2,April,5,70,0,0,1365
0EX9306196,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,24,74,0,0,1365
0FBG479583,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Otras,High End Cut Sheet,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,9,8,0,0,1573
0LA6296587,2019,Qtr 2,April,5,CORRECTIVO,1.6,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,5,72,1.05,0.32,750.75
0LX7660915,2019,Qtr 2,April,5,CORRECTIVO,1.783333,A3 Office Color Laser MFPs,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Otras,A3 Office Color Laser MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,TAMAULIPAS,2019,Qtr 2,April,5,39,1.05,0.198148111111111,1433.25
0MX1219085,2019,Qtr 2,April,5,CORRECTIVO,0,A3 Office Color Laser MFPs,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,A3 Office Color Laser MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,JALISCO,2019,Qtr 2,April,17,224,1.1,0,1501.5
0PW4152292,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,XEROX MEXICANA SA DE CV / XEROX MEXICANA,JALISCO,2019,Qtr 2,April,5,2,0,0,1573
0PW4980265,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,XEROX MEXICANA SA DE CV / XEROX MEXICANA,JALISCO,2019,Qtr 2,April,5,24,0,0,1573
0RXD143457,2019,Qtr 2,April,5,CORRECTIVO,0,Color Laser Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,8,159,1.05,0,750.75
0T4B035507,2019,Qtr 2,April,5,CORRECTIVO,2.633333,Color Solid Ink Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,Color Solid Ink Printers,XEROX MEXICANA SA DE CV / XEROX MEXICANA,JALISCO,2019,Qtr 2,April,25,28,0.6,0.5266666,429
0X76704205,2019,Qtr 2,April,5,CORRECTIVO,0.8166667,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,5,28,0.8,0.16333334,1092
0XEL557426,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,15,115,0,0,1365
0XLT860105,2019,Qtr 2,April,5,CORRECTIVO,0.3333333,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,Entry Mono Printers,XEROX MEXICANA SA DE CV / XEROX MEXICANA,COAHUILA,2019,Qtr 2,April,5,133,1.1,0,482.625
0XPN546686,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,15,2,0,0,1573
0XPN547515,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Otras,Entry Production Color Low/Mid,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,9,217,0,0,1573
0XPN547563,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,11,77,0,0,1573
0XPN551901,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,15,26,0,0,1573
